page,category,host,kind,rep,first_arm,width,control_bytes,ablated_bytes,own_bytes,diff_bytes,n_aborted
https://nbcnews.com/,news,www.lightboxcdn.com,ablation,1,ablated,page,8148930,7995512,147035,6383,1
https://nbcnews.com/,news,www.lightboxcdn.com,ablation,1,ablated,third_party,5789722,5636639,147035,6048,1
https://nbcnews.com/,news,www.lightboxcdn.com,ablation,1,ablated,listed,2220877,2067853,147035,5989,1
https://nbcnews.com/,news,_JOINT,joint,0,control,page,8150881,6615837,771829,763215,3
https://nbcnews.com/,news,_JOINT,joint,0,control,third_party,5792032,4256735,771829,763468,3
https://nbcnews.com/,news,_JOINT,joint,0,control,listed,2222875,690682,771829,760364,3
https://nbcnews.com/,news,_JOINT,joint,1,ablated,page,8037364,6712660,771848,552856,3
https://nbcnews.com/,news,_JOINT,joint,1,ablated,third_party,5678572,4353828,771848,552896,3
https://nbcnews.com/,news,_JOINT,joint,1,ablated,listed,2109355,787250,771848,550257,3
https://nist.gov/,reference,js-agent.newrelic.com,ablation,0,control,page,6235336,6210414,22849,2073,2
https://nist.gov/,reference,js-agent.newrelic.com,ablation,0,control,third_party,5746117,5722036,22849,1232,2
https://nist.gov/,reference,js-agent.newrelic.com,ablation,0,control,listed,36096,12165,22849,1082,2
https://nist.gov/,reference,js-agent.newrelic.com,ablation,1,ablated,page,17716348,10683076,22849,7010423,2
https://nist.gov/,reference,js-agent.newrelic.com,ablation,1,ablated,third_party,17227108,10193847,22849,7010412,2
https://nist.gov/,reference,js-agent.newrelic.com,ablation,1,ablated,listed,36096,12165,22849,1082,2
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,0,control,page,10707748,6226206,10495,4471047,1
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,0,control,third_party,10218087,5737134,10495,4470458,1
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,0,control,listed,36076,25600,10495,-19,1
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,1,ablated,page,10708233,6225691,10495,4472047,1
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,1,ablated,third_party,10218481,5736635,10495,4471351,1
https://nist.gov/,reference,static.cloudflareinsights.com,ablation,1,ablated,listed,36096,25600,10495,1,1
https://nist.gov/,reference,region1.google-analytics.com,ablation,0,control,page,6236275,6235022,1670,-417,2
https://nist.gov/,reference,region1.google-analytics.com,ablation,0,control,third_party,5746420,5745093,1670,-343,2
https://nist.gov/,reference,region1.google-analytics.com,ablation,0,control,listed,36096,34426,1670,0,2
https://nist.gov/,reference,region1.google-analytics.com,ablation,1,ablated,page,10708436,6234320,1670,4472446,1
https://nist.gov/,reference,region1.google-analytics.com,ablation,1,ablated,third_party,10218857,5745043,1670,4472144,1
https://nist.gov/,reference,region1.google-analytics.com,ablation,1,ablated,listed,36095,34426,1670,-1,1
https://nist.gov/,reference,_JOINT,joint,0,control,page,6236174,6199841,35014,1319,5
https://nist.gov/,reference,_JOINT,joint,0,control,third_party,5746317,5710337,35014,966,5
https://nist.gov/,reference,_JOINT,joint,0,control,listed,36096,0,35014,1082,5
https://nist.gov/,reference,_JOINT,joint,1,ablated,page,6236196,6199436,35013,1747,5
https://nist.gov/,reference,_JOINT,joint,1,ablated,third_party,5746620,5710546,35013,1061,5
https://nist.gov/,reference,_JOINT,joint,1,ablated,listed,36095,0,35013,1082,5
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,0,control,page,3230311,2812944,215173,202194,1
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,0,control,third_party,3229960,2812593,215173,202194,1
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,0,control,listed,421902,204237,215173,2492,1
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,1,ablated,page,3030533,3012641,215204,-197312,1
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,1,ablated,third_party,3030182,3012290,215204,-197312,1
https://no-ip.com/,infrastructure,us-assets.i.posthog.com,ablation,1,ablated,listed,421931,204231,215204,2496,1
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,0,control,page,3208682,3001814,27934,178934,2
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,0,control,third_party,3208331,3001463,27934,178934,2
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,0,control,listed,400269,393252,27934,-20917,2
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,1,ablated,page,3229929,3001619,27929,200381,2
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,1,ablated,third_party,3229929,3001619,27929,200381,2
https://no-ip.com/,infrastructure,www.googleadservices.com,ablation,1,ablated,listed,421872,393393,27929,550,2
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,0,control,page,3230390,3004882,24615,200893,1
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,0,control,third_party,3230039,3004531,24615,200893,1
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,0,control,listed,421982,396322,24615,1045,1
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,1,ablated,page,3030559,3204740,24611,-198792,1
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,1,ablated,third_party,3030208,3204389,24611,-198792,1
https://no-ip.com/,infrastructure,cdn.inspectlet.com,ablation,1,ablated,listed,421994,396339,24611,1044,1
https://no-ip.com/,infrastructure,_JOINT,joint,0,control,page,3030631,2736898,267832,25901,4
https://no-ip.com/,infrastructure,_JOINT,joint,0,control,third_party,3030631,2736547,267832,26252,4
https://no-ip.com/,infrastructure,_JOINT,joint,0,control,listed,422009,128341,267832,25836,4
https://no-ip.com/,infrastructure,_JOINT,joint,1,ablated,page,3030523,2758587,267785,4151,4
https://no-ip.com/,infrastructure,_JOINT,joint,1,ablated,third_party,3030172,2758236,267785,4151,4
https://no-ip.com/,infrastructure,_JOINT,joint,1,ablated,listed,421953,150023,267785,4145,4
https://scribd.com/,social,region1.google-analytics.com,ablation,0,control,page,2644700,2640607,4532,-439,6
https://scribd.com/,social,region1.google-analytics.com,ablation,0,control,third_party,1318653,1314546,4532,-425,6
https://scribd.com/,social,region1.google-analytics.com,ablation,0,control,listed,125204,120672,4532,0,6
https://scribd.com/,social,region1.google-analytics.com,ablation,1,ablated,page,2656774,2637204,4532,15038,6
https://scribd.com/,social,region1.google-analytics.com,ablation,1,ablated,third_party,1330722,1311147,4532,15043,6
https://scribd.com/,social,region1.google-analytics.com,ablation,1,ablated,listed,122371,117843,4532,-4,6
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,0,control,page,2655114,2683639,2216,-30741,8
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,0,control,third_party,1329619,1357585,2216,-30182,8
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,0,control,listed,122412,120177,2216,19,8
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,1,ablated,page,2645249,2655814,2216,-12781,8
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,1,ablated,third_party,1319200,1329749,2216,-12765,8
https://scribd.com/,social,pagead2.googlesyndication.com,ablation,1,ablated,listed,125228,122010,2216,1002,8
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,0,control,page,2644552,2645167,0,-615,8
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,0,control,third_party,1318491,1319125,0,-634,8
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,0,control,listed,125203,125201,0,2,8
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,1,ablated,page,2641190,2645094,0,-3904,0
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,1,ablated,third_party,1315678,1319045,0,-3367,0
https://scribd.com/,social,browser-intake-datadoghq.com,ablation,1,ablated,listed,122331,125201,0,-2870,0
https://scribd.com/,social,_JOINT,joint,0,control,page,2656679,2653359,6748,-3428,22
https://scribd.com/,social,_JOINT,joint,0,control,third_party,1330629,1327864,6748,-3983,22
https://scribd.com/,social,_JOINT,joint,0,control,listed,122371,115623,6748,0,22
https://scribd.com/,social,_JOINT,joint,1,ablated,page,2657518,2652768,8604,-3854,14
https://scribd.com/,social,_JOINT,joint,1,ablated,third_party,1331464,1327275,8604,-4415,14
https://scribd.com/,social,_JOINT,joint,1,ablated,listed,124227,115623,8604,0,14
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,0,control,page,4618494,4352949,257168,8377,1
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,0,control,third_party,2445911,2175821,257168,12922,1
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,0,control,listed,521415,262179,257168,2068,1
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,1,ablated,page,4621563,4352329,256507,12727,1
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,1,ablated,third_party,2444504,2177812,256507,10185,1
https://ted.com/,entertainment,securepubads.g.doubleclick.net,ablation,1,ablated,listed,520102,263746,256507,-151,1
https://ted.com/,entertainment,api.sail-personalize.com,ablation,0,control,page,4622398,4413350,104756,104292,9
https://ted.com/,entertainment,api.sail-personalize.com,ablation,0,control,third_party,2446020,2342372,104756,-1108,9
https://ted.com/,entertainment,api.sail-personalize.com,ablation,0,control,listed,521640,416403,104756,481,9
https://ted.com/,entertainment,api.sail-personalize.com,ablation,1,ablated,page,4620484,4412835,104759,102890,9
https://ted.com/,entertainment,api.sail-personalize.com,ablation,1,ablated,third_party,2445420,2338013,104759,2648,9
https://ted.com/,entertainment,api.sail-personalize.com,ablation,1,ablated,listed,520756,413548,104759,2449,9
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,0,control,page,4621166,4564849,49635,6682,1
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,0,control,third_party,2447504,2390014,49635,7855,1
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,0,control,listed,521165,465630,49635,5900,1
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,1,ablated,page,4619876,4565798,49635,4443,1
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,1,ablated,third_party,2445491,2388687,49635,7169,1
https://ted.com/,entertainment,ak.sail-horizon.com,ablation,1,ablated,listed,521079,464439,49635,7005,1
https://ted.com/,entertainment,_JOINT,joint,0,control,page,4619929,4095440,410903,113586,10
https://ted.com/,entertainment,_JOINT,joint,0,control,third_party,2445613,2022938,410903,11772,10
https://ted.com/,entertainment,_JOINT,joint,0,control,listed,521162,109353,410903,906,10
https://ted.com/,entertainment,_JOINT,joint,1,ablated,page,4620195,4095918,410818,113459,10
https://ted.com/,entertainment,_JOINT,joint,1,ablated,third_party,2445415,2022726,410818,11871,10
https://ted.com/,entertainment,_JOINT,joint,1,ablated,listed,521085,109357,410818,910,10
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,0,control,page,5148665,3902093,256561,990011,2
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,0,control,third_party,3539555,3186374,256561,96620,2
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,0,control,listed,905182,626174,256561,22447,2
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,1,ablated,page,4260681,4444841,256486,-440646,2
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,1,ablated,third_party,3545348,3184553,256486,104309,2
https://uol.com.br/,news,securepubads.g.doubleclick.net,ablation,1,ablated,listed,910471,624383,256486,29602,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,0,control,page,4904333,5381405,150233,-627305,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,0,control,third_party,3540670,3324635,150233,65802,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,0,control,listed,906377,690395,150233,65749,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,1,ablated,page,5609470,5465661,150233,-6424,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,1,ablated,third_party,3542115,3327293,150233,64589,2
https://uol.com.br/,news,4b91477e-f67b-4d81-86db-a9742bd41e9c.edge.permutive.app,ablation,1,ablated,listed,907754,692991,150233,64530,2
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,0,control,page,4201328,4511643,98824,-409139,1
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,0,control,third_party,3532502,3439729,98824,-6051,1
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,0,control,listed,904110,804732,98824,554,1
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,1,ablated,page,5358277,4058417,98824,1201036,1
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,1,ablated,third_party,3547039,3441254,98824,6961,1
https://uol.com.br/,news,c.amazon-adsystem.com,ablation,1,ablated,listed,906565,800852,98824,6889,1
https://uol.com.br/,news,_JOINT,joint,0,control,page,4694482,5818154,505534,-1629206,5
https://uol.com.br/,news,_JOINT,joint,0,control,third_party,3549173,2878790,505534,164849,5
https://uol.com.br/,news,_JOINT,joint,0,control,listed,908726,312442,505534,90750,5
https://uol.com.br/,news,_JOINT,joint,1,ablated,page,4219153,4972992,506082,-1259921,5
https://uol.com.br/,news,_JOINT,joint,1,ablated,third_party,3549566,2876742,506082,166742,5
https://uol.com.br/,news,_JOINT,joint,1,ablated,listed,909180,310390,506082,92708,5
